Customeraccount;ax;Archived;KeyAccountCode;DeliveryAddress;DeliveryAddress2;KeyAccount;Name;Search name;ZIPCODE;CITY;COUNTRYREGIONID;STREET;Telephone;Extension;CURRENCY;Customer group;Invoice account;Created date and time;Created by;VAT number;Country region;AccessRights;GroupID
01607;Yes;;;;;Yes;TGP Fr. Dr Almut Dolze & Hr. Dr. Stefan Dolze;TGP Fr. Dr Almut Dolze & Hr. Dr. S B + S;97656;Oberelsbach(Rhoen);DEU;St. Kilian Str. 10;;;EUR;003;;2015-02-05 13:11:55;BDG;;DEU;DEU;53,69
01608;Yes;;;;;Yes;Dr.Lehmer & Reski-Weidi;Dr.Lehmer & Reski-Weide B+S;82377;Penzberg;DEU;Ruhe am Bach;;;EUR;003;;2015-02-06 08:45:50;terry;;DEU;DEU;53,69
01609;Yes;;;;;Yes;Foucher Benoit;Foucher Benoit  B + S;49500;Segre;FRA;La Beurrerie;;;EUR;003;;2015-02-06 10:37:54;BDG;FR27423119049;FRA;FRA;50,69
01610;Yes;;;;;Yes;Earl du Bois Gandon;Earl du bois gandon  B +S;53800;La Selle Craonnaise;FRA;Le Bois Gandon;;;EUR;003;;2015-02-06 10:47:25;BDG;FR75381462027;FRA;FRA;50,69
01610_53800;Yes;;;;;No;Earl du Bois Gandon;Earl du bois gandon  B +S;53800;La Selle Craonnaise;FRA;Le Bois Gandon;;;EUR;003;;2015-02-06 10:47:25;BDG;FR75381462027;FRA;FRA;50,69
01612;Yes;;;;;Yes;Gaec de la Besnardais;Gaec de la Besnardais  B +S;53300;Souce;FRA;La Besnardais;;;EUR;003;;2015-02-09 10:05:49;BDG;FR24384202842;FRA;FRA;50,69
01613;Yes;;;01614,01938,01968;01614,01938,01968;Yes;Le Gouessant Coop;Le Gouessant B;22402;Lamballe Cedex;FRA;1 Rue de la Jeannaie BP 40228;;;EUR;003;;2015-02-09 10:54:49;terry;FR66777379843;FRA;FRA;50,69
01614;Yes;;01613;;;No;Usine St-Aaron Porc (via Gouessant);Usine St-Aaron Porc (via Gouessant) S;22400;Saint-Aaron;FRA;Rue des Frères Pieto - ZI Noes;;;EUR;003;01613;2015-02-09 11:01:08;terry;;FRA;FRA;50,69
01615;Yes;;01210;;;No;Dr.Stephan Galland;Dr.Stephan Galland (via Vet-team) S;26419;Schortens;DEU;Hogenellweg 7;;;EUR;003;01210;2015-02-10 09:05:21;terry;;DEU;DEU;53,69
01616;Yes;;;;;Yes;Gaec de la Rousselaie;Gaec de la Rousselaie  B +S;53300;Couesmes-Vauce;FRA;La Rousselais;;;EUR;003;;2015-02-10 10:56:19;BDG;FR91343758488;FRA;FRA;50,69
01617;Yes;;;;;Yes;Earl Fourre;Earl Fourre  B + S;50140;St. Clement;FRA;La Margriveau;;;EUR;003;;2015-02-10 11:02:36;BDG;FR00488194788;FRA;FRA;50,69
01618;Yes;;;;;Yes;Dr. Jochem Teucher;Dr.Jochem Teucher  B + S;91478;Markt Nordheim;DEU;Markt Nordheim;;;EUR;003;;2015-02-11 07:55:34;BDG;;DEU;DEU;53,69
01619;Yes;;;;;Yes;TA Hölldobler Wolfgang;TA Hölldobler Wolfgang B +S;84424;Isen;DEU;Westach 2a;;;EUR;003;;2015-02-11 11:09:37;BDG;;DEU;DEU;53,69
01620;Yes;;;;;Yes;Dr. Bernhard Kraus;Dr. Bernhard Kraus  B + S;95643;Tirschenreuth;DEU;Marienbader Str. 13;;;EUR;003;;2015-02-12 08:46:29;BDG;;DEU;DEU;53,69
01621;Yes;;;;;Yes;Gemeinschaftspraxis Dres. Gradl K., Jaeger K. und Schmidt.;Dres. Gradl K., Jaeger Schmidt B + S;92237;Sulzbach-Rosenberg;DEU;Sulzbacher Strasse 14A;;;EUR;003;;2015-02-12 08:48:58;BDG;;DEU;DEU;53,69
01622;Yes;;;;;Yes;Dr. Rudolf Brunner;Dr. Rudolf Brunner  B + S;83123;Amerang;DEU;Bahnhofstr. 29;;;EUR;003;;2015-02-12 08:51:51;BDG;;DEU;DEU;53,69
01623;Yes;;;;;Yes;TA Rainer Matzke;TA Rainer Matzke   B +S;82418;Murnau;DEU;Oedoen-von-Horvath-Weg 1;;;EUR;003;;2015-02-12 08:54:06;BDG;;DEU;DEU;53,69
01624;Yes;;00797;;;No;Slate Hall Veterinary Practice Ltd;Slate Hall Veterinary Practice Shrewsb S;SY4 4UG;Shrewsbury;UK;64 Atcham Business Park, Atcham;;;GBP;003;00797;2015-02-12 10:05:21;terry;;UK;UK;59,69
01625;Yes;;;;;Yes;TAP Dr. Hoecketstaller - Dr. Huber GbR;TAP Dr. Hoecketstaller - Dr. Huber GbR;83555;Gars-Bahnhof;DEU;Eichenauerstr. 2;;;EUR;003;;2015-02-12 12:55:39;BDG;;DEU;DEU;53,69
01626;Yes;;;;;Yes;TA Baur Alfred;TA Baur Alfred B+S;83052;Bruckmühl;DEU;Georg-Dorrer-Strasse 3;;;EUR;003;;2015-02-13 10:45:23;terry;;DEU;DEU;53,69
01627;Yes;;;;;Yes;Dr.Siebentritt Martin;Dr.Siebentritt Martin B+S;85466;Weidenberg;DEU;Eschenstrasse 15;;;EUR;003;;2015-02-13 11:07:31;terry;;DEU;DEU;53,69
01628;Yes;;;;;Yes;Tierklinik Teisendorf, Dres Waldner,Busse, Bolley und Lehner;Tierklinik Teisendorf Waldner Busse Boll;83317;Teisendorf;DEU;Unterstetten 10;;;EUR;003;;2015-02-13 11:29:15;terry;;DEU;DEU;53,69
01629;Yes;;;;;Yes;Dr.Hinke Adolf;Dr.Hinke Adolf B+S;95469;Speichersdorf;DEU;Gartenstrasse 2;;;EUR;003;;2015-02-13 12:23:48;terry;;DEU;DEU;53,69
01630;Yes;;;01631;01631;Yes;Coop.Garun-Paysanne;Coop.Garun-Paysanne B+S;22403;Hénansal;FRA;Le Chemin Chaussée-BP 70329;;;EUR;003;;2015-02-16 11:42:14;terry;FR39775568165;FRA;FRA;50,69
01631;Yes;;01630;;;No;Coop.Garun-Paysanne;Coop.Garun-Paysanne S;35360;Montauban de Bretagne;FRA;ZJ La Brohinière B.P. 19;;;EUR;003;01630;2015-02-16 11:50:07;terry;;FRA;FRA;50,69
01633;Yes;;;03537;03537;Yes;Cabinet Ambiovet;Cabinet Ambiovet B+S;85600;Bouffere;FRA;ZA de Mirville;;;EUR;003;;2015-02-17 07:26:29;terry;FR36381865146;FRA;FRA;50,69
01633_35310;Yes;;;03537;03537;No;Cabinet Ambiovet;Cabinet Ambiovet B+S;35310;Mordelles;FRA;9 BIS RUE DE LA CROIX IGNON;;;EUR;003;;2015-02-17 07:26:29;terry;FR36381865146;FRA;FRA;50,69
01634;Yes;;01434;;;No;Nutréa N.A. Site Gare de Baud;Nutréa Site Gare de Baud   S;56440;Languidic;FRA;La Gare de Baud;;;EUR;003;01434;2015-02-17 08:26:56;BDG;;FRA;FRA;50,69
01635;Yes;;;;;Yes;Dr.Andreas Schwab;Dr.Andreas Schwab B+S;82399;Raisting;DEU;Ertlmühle 3;;;EUR;003;;2015-02-18 12:36:31;terry;;DEU;DEU;53,69
01636;Yes;;;;;Yes;Earl des Grelandes;Earl des Grelandes B +S;35113;Domagne;FRA;La Haute Grée;;;EUR;003;;2015-02-18 12:42:55;BDG;FR13799235833;FRA;FRA;50,69
01637;Yes;;;;;Yes;Dr.Herbert Grossmann;Dr.Herbert Grossmann B+S;96142;Hollfeld;DEU;Am Weiherer Weg 5;;;EUR;003;;2015-02-18 15:18:18;terry;;DEU;DEU;53,69
01638;Yes;;;;;Yes;Biovet Srl;Biovet Srl B +S;25010;Isorella (Brescia);ITA;Via dell'Industria 108;;;EUR;003;;2015-02-19 08:40:58;BDG;IT03672580986;ITA;ITA;52,69
01639;Yes;;;;;Yes;Gaec Du Gué;Gaec du Gué B+S;35440;Guipel;FRA;Le Gué;;;EUR;003;;2015-02-19 09:14:37;terry;FR00379854227;FRA;FRA;50,69
01640;Yes;;;;;Yes;Earl Leproust-Pottier;Earl Leproust-Pottier B+S;72290;Teille;FRA;La Pourière;;;EUR;003;;2015-02-20 11:48:52;terry;FR19418446621;FRA;FRA;50,69
01642;Yes;;;;;Yes;TA Guggenmos Tobias;TA Guggenmos Tobias;92249;Vilseck;DEU;Hohenzant 2 D;;;EUR;003;;2015-02-24 11:27:22;BDG;;DEU;DEU;53,69
01645;Yes;;01156;;;No;Belmont Farms Ltd. (by Farm Mix);Belmont Farms Ltd. (by Farm Mix) S;E14 2QT;Melton Mowbray;UK;Stygate Farm, Pickwell Lane;;;GBP;003;01156;2015-02-26 09:55:47;BDG;;UK;UK;59,69
01646;Yes;;;;;No;Gaec des Besnaies;Gaec des Besnaies;53390;Senonnes;FRA;Les Besnaies;;;EUR;003;01646;2015-02-26 17:03:00;BDG;FR71332237080;FRA;FRA;50,69
01647;Yes;;;;;Yes;Gaec le Couesnon;Gaec le Couesnon;53500;St. Pierre des Landes;FRA;;;;EUR;003;;2015-02-26 17:11:42;BDG;FR56392355541;FRA;FRA;50,69
01648;Yes;;;;;No;Gaec Jamoteau;Gaec Jamoteau;53190;Desertines;FRA;Le Bois Durand;;;EUR;003;01648;2015-02-26 17:17:16;BDG;FR24800247579;FRA;FRA;50,69
01649;Yes;;;;;No;Dr. Peter Muessmaecher;Dr. Peter Muessmaecher;96106;Ebern, Germany;DEU;Kellerhausstr.9;;;EUR;003;01649;2015-02-27 11:12:26;BDG;;DEU;DEU;53,69
01649_96106;Yes;;;;;No;Dr. Peter Muessmaecher;Dr. Peter Muessmaecher;96106;Ebern;DEU;Eyrichshof 16;;;EUR;003;01649;2015-02-27 11:12:26;BDG;;DEU;DEU;53,69
01651;Yes;;;;;Yes;Earl Les 3 P'tits Cochons;Earl Les 3 P'tits Cochons;85660;St Philbert De Bouaine;FRA;La Boule;;;EUR;003;;2015-02-27 15:34:31;BDG;FR92789283918;FRA;FRA;50,69
01652;Yes;;;01652,01653,03569;01652,01653,03569;Yes;AgruniekRijnvallei Voer BV;AgruniekRijnvallei Voer B+S Wagenin;6702 DT;Wageningen;NLD;Rijnhaven 14;;;EUR;003;01652;2015-03-03 10:35:16;BDG;NL813902307B01;NLD;NLD;55,69
01653;Yes;;01652;;;No;AgruniekRijnvallei Voer BV;AgruniekRijnvallei  Didam  S;6942 EJ;Didam;NLD;Parallelweg 9-11;;;EUR;003;01652;2015-03-03 10:42:29;BDG;;NLD;NLD;55,69
01654;Yes;;;;;No;TAP Drs. Mäusl Max + Georg;TAP Drs. Mäusl Max + Georg;94486;Osterhofen;DEU;Plattlinger Str. 18;;;EUR;003;01654;2015-03-03 13:13:22;BDG;;DEU;DEU;53,69
01655;Yes;;;;;No;TA Geza Ullmann;TA Geza Ullmann;94094;Rotthalmuenster;DEU;Anton Brucknerring 70;;;EUR;003;01655;2015-03-03 13:36:50;BDG;;DEU;DEU;53,69
01656;Yes;;;;;No;Fanfoni Giuseppe SNC;Fanfoni Giuseppe SNC   B +S;43056;Torrile;ITA;Via del Vescovado 10Italy;;;EUR;003;01656;2015-03-03 15:38:24;BDG;IT00241410349;ITA;ITA;52,69
01658;Yes;;;;;No;Earl Pressaussous;Earl Pressaussous;72260;Courgains;FRA;Pressausous;;;EUR;003;01658;2015-03-05 09:47:19;BDG;FR39512179797;FRA;FRA;50,69
01659;Yes;;;;;Yes;Dr. Hans Lutz;Dr. Hans Lutz  B +S;91632;Wieseth;DEU;Forndorf 41;;;EUR;003;;2015-03-05 09:59:14;BDG;;DEU;DEU;53,69
01660;Yes;;;;;No;Dres. Bernhard & Gertraud Seitz;Dres. Bernhard & Gertraud Seitz;92363;Hamberg;DEU;Schoendorfer Str. 2;;;EUR;003;01660;2015-03-05 10:04:46;BDG;;DEU;DEU;53,69
01661;Yes;;;;;Yes;Die Tierärzte GbR Dr. Bockius und Ewert;DIE TIERÄRZTE Bockius - Ewert  B+S;87463;Dietmannsried;DEU;Fuggerstrasse 7;;;EUR;003;;2015-03-10 12:57:42;BDG;;DEU;DEU;53,69
01662;Yes;;;;;Yes;Gaec de Barbure;Gaec de Barbure  B +S;53240;St. Gemain le Guillaume Andouille;FRA;Barbure;;;EUR;003;;2015-03-11 07:55:50;BDG;FR05327666806;FRA;FRA;50,69
01663;Yes;;;;;Yes;Earl La Chelluere;Earl La Chelluere;35220;St.Jean sur Vilaine;FRA;La Chelluere;;;EUR;003;;2015-03-11 08:07:55;BDG;FR89398459859;FRA;FRA;50,69
01664;Yes;;;;;Yes;Earl les Horizons;Earl les Horizons;53420;Chailland;FRA;La Haute Chaunière;;;EUR;003;;2015-03-11 08:21:48;BDG;FR89492049242;FRA;FRA;50,69
01665;Yes;;;;;Yes;Scea la Petite Fontenelle;Scea la Petite Fontenelle;35220;Chateaubourg;FRA;La Petite Fontenelle;;;EUR;003;;2015-03-11 08:39:51;BDG;FR47387744352;FRA;FRA;50,69
01666;Yes;;;;;Yes;Comed NV;Comed NV  B +S;3730;Hoeselt;BEL;O.L. Vrouwstr. 2;;;EUR;003;;2015-03-12 09:35:05;BDG;BE0424463486;BEL;BEL;54,69
01667;Yes;;;;;Yes;Earl du Chenot;Earl du Chenot;22600;Loudeac;FRA;Truguez N°11;;;EUR;003;;2015-03-12 10:57:16;BDG;FR49531803062;FRA;FRA;50,69
01669;Yes;;;;;Yes;LVK Dyrlaegerne;LVK Dyrlaegerne;9500;Hobro;DNK;Fynsvej 8;;;DKK;003;;2015-03-12 13:04:16;BDG;DK34200904;DNK;DNK;57,69
01672;Yes;;01156;;;No;ABN Ltd (via Farm Mix);ABN Ltd (via Farm Mix) Peterborough S;PE2 6FL;Lynch Wood;UK;Innovation Way 64;;;GBP;003;01156;2015-03-16 12:45:40;BDG;;UK;UK;59,69
01673;Yes;;;;;Yes;Serviphar SAS;Serviphar SAS;35370;Torce;FRA;Z.A. du Haut Montigné;;;EUR;003;;2015-03-17 11:48:20;BDG;FR35751542853;FRA;FRA;50,69
01674;Yes;;;;;Yes;Dr. Markus Kronawitter;Dr. Markus Kronawitter B + S;94051;Hauzenberg - Jahrdorf;DEU;Hangetweg 1;;;EUR;003;;2015-03-18 13:46:45;BDG;;DEU;DEU;53,69
01675;Yes;;;;;Yes;DAP Dirk Gantois;DAP Dirk Gantois;8460;Ettelgem;BEL;Paddegatstraat 5;;;EUR;003;;2015-03-20 07:18:02;BDG;BE0781066170;BEL;BEL;54,69
01676;Yes;;;;;Yes;Crema-Vet Srl;Crema-Vet Srl;26013;Crema;ITA;Via Macallè 3/A;;;EUR;003;;2015-03-24 08:51:09;BDG;IT01111780191;ITA;ITA;52,69
01677;Yes;;;;;Yes;Earl Thimont;Earl Thimont    B +S;53150;Bree;FRA;La Roussadiere;0033607276027;;EUR;003;;2015-03-24 09:30:00;Colin.Su;22404283749;FRA;FRA;50,69
01681;Yes;;;;;Yes;Dr. Franz Gassner;Dr. Franz Gassner;84160;Frontenhausen;DEU;Schulstrasse 20;;;EUR;003;;2015-03-26 11:15:10;BDG;;DEU;DEU;53,69
01682;Yes;;;;;Yes;Dres. Flenger & Bondl Hausapotheke;Dres. Flenger & Bondl Hausapotheke;92637;Weiden;DEU;Etzenrichter stasse 27;;;EUR;003;;2015-03-27 09:13:58;Brunwig.;;DEU;DEU;53,69
01684;Yes;;;;;Yes;Dyrlaegegruppen Vestjylland;Dyrlaegegruppen Vestjylland;7620;Lemvig;DNK;Industrivej 53;;;DKK;003;;2015-03-30 08:40:13;BDG;DK29827842;DNK;DNK;57,69
01685;Yes;;;;;Yes;TAP Dr Ina Görner;TAP Dr Ina Görner;15936;Dahme / Mark;DEU;Jüterboger Chausse 47;0049 174 199 1727;;EUR;003;;2015-03-30 09:22:15;Brunwig.;;DEU;DEU;53,69
01686;Yes;;;;;Yes;Mr Klaus-Ulrich Dressel;Mr Klaus-Ulrich Dressel  B + S;39624;Kalbe / Milde;DEU;Vahrholzer Strasse 33;0049 390803055;;EUR;003;;2015-03-30 09:53:38;Brunwig.;;DEU;DEU;53,69
01687;Yes;;;;;Yes;Bodin Gaston fils;Bodin Gaston fils;53110;Le Housseau Brétignolles;FRA;La Thibeudière;;;EUR;003;;2015-04-01 06:24:46;BDG;FR44353015829;FRA;FRA;50,69
01688;Yes;;;01691,01732;01691,01732;Yes;Minster Veterinary Practice Ltd;Minster Veterinary Practice Ltd B;YO26 4YN;York;UK;Salisbury Road;;;GBP;003;;2015-04-01 06:44:34;BDG;GB181853685;UK;UK;59,69
01688_LE12 5RA;Yes;;;01691,01732;01691,01732;No;Minster Veterinary Practice Ltd;Minster Veterinary Practice Ltd B;LE12 5RA;Loughborough;UK;College Rd;;;GBP;003;;2015-04-01 06:44:34;BDG;GB181853685;UK;UK;59,69
01688_PR3 1PR;Yes;;;01691,01732;01691,01732;No;Minster Veterinary Practice Ltd;Minster Veterinary Practice Ltd B;PR3 1PR;Garstang, Lancashire;UK;1 Green Lane WestLeachfield Industrial Estate;;;GBP;003;;2015-04-01 06:44:34;BDG;GB181853685;UK;UK;59,69
01688_YO7 4AQ;Yes;;;01691,01732;01691,01732;No;Minster Veterinary Practice Ltd;Minster Veterinary Practice Ltd B;YO7 4AQ;Knayton;UK;Southbound on A19;;;GBP;003;;2015-04-01 06:44:34;BDG;GB181853685;UK;UK;59,69
01689;Yes;;;;;Yes;Tierarztpraxis Dr vet med Günter Berger;Tierarztpraxis Dr vet med Günter Berger;18239;Satow;DEU;Kröpeliner Strasse 10 a;00493829577580;;EUR;003;;2015-04-01 08:11:49;Brunwig.;;DEU;DEU;53,69
01690;Yes;;;;;Yes;Tierarztpraxis Anne Gruhne;Tierarztpraxis Anne Gruhne;01987;Schwarzheide;DEU;Ruhlander Strasse 4;004935752949595;;EUR;003;;2015-04-01 08:22:57;Brunwig.;;DEU;DEU;53,69
01691;Yes;;01688;;;No;Minster Veterinary Practice (Heref. - via Farm Mix);Minster Veterinary Practice (Hereford) S;HR2 0BG;Herefordshire;UK;Herriot House, Howton;;;GBP;003;01688;2015-04-01 11:18:52;BDG;;UK;UK;59,69
01692;Yes;;;;;Yes;Tierarztpraxis DVM Detlef Karl;Tierarztpraxis DVM Detlef Karl;98574;Schmalkalden;DEU;Am Neuen Teich 5;0049368402367;;EUR;003;;2015-04-03 06:47:50;Brunwig.;;DEU;DEU;53,69
01693;Yes;;01156;;;No;Harbro Markethill (Via Farm mix);Harbro Markethill (Via Farm mix) S;AB53 4PA;Turriff, Aberdeenshire;UK;Markethill Road;;;GBP;003;01156;2015-04-07 10:24:40;Colin.Su;;UK;UK;59,69
01694;Yes;;01156;;;No;Bruce Farms Ltd (via Farm Mix);Bruce Farms Ltd (via Farm Mix) S;AB41 6PT;Ellon;UK;Logierieve, Udny;;;GBP;003;01156;2015-04-08 09:54:24;BDG;;UK;UK;59,69
01695;Yes;;;;;Yes;TA Obermeier Karl;TA Obermeier Karl;94538;Fürstenstein;DEU;Peigertinger Str. 66;;;EUR;003;;2015-04-09 09:21:38;Colin.Su;;DEU;DEU;53,69
01696;Yes;;;;;Yes;TA Sehr Alfred;TA Sehr Alfred;94116;Hutthurm;DEU;Kringellerstrasse 40;;;EUR;003;;2015-04-10 08:24:49;Colin.Su;;DEU;DEU;53,69
01697;Yes;;;;;Yes;Slieve Bloom Veterinary;Slieve Bloom Veterinary;EIRE;Tullamore;IRL;Killurin, R35 WN96;;;EUR;003;;2015-04-10 09:17:34;Colin.Su;IE9780495O;IRL;IRL;64,69
01698;Yes;;;01699;01699;Yes;Vetswest Ltd.;Vetswest Ltd.;EX39 3HN;Bideford;UK;15 Habat ENT ParkClovelly Road Ind. Est.;;;GBP;003;;2015-04-10 10:10:03;Colin.Su;GB631128474;UK;UK;59,69
01698_EX39 3HN;Yes;;;01699;01699;No;Vetswest Ltd.;Vetswest Ltd.;EX39 3HN;Bideford;UK;15 Habat ENT ParkClovelly Road Ind. Est.;;;GBP;003;;2015-04-10 10:10:03;Colin.Su;GB631128474;UK;UK;59,69
01700;Yes;;;;;Yes;Soggia Mangimi s.r.l;Soggia Mangimi s.r.l;35020;Arzergrande - PD;ITA;Via Vigna 110;;;EUR;003;;2015-04-13 08:37:01;Colin.Su;IT00984120287;ITA;ITA;52,69
01701;Yes;;;;;Yes;Sarl les Alizes;Sarl les Alizes;53220;La Pellerine;FRA;Le Rossay;0033680290352;;EUR;003;;2015-04-13 10:54:59;Brunwig.;FR95421297250;FRA;FRA;50,69
01702;Yes;;;;;Yes;Besnier Noel;Besnier Noel;53210;Argentre;FRA;Guette;0033(0)687827752;;EUR;003;;2015-04-14 10:33:21;Brunwig.;FR55404091118;FRA;FRA;50,69
01703;Yes;;01156;;;No;Abn Agri Bunkers Hill Mill (Farm Mix);Abn Agri Bunkers Hill Mill (Farm Mix) S;NR22 6BD;Walsingham Norfolk;UK;Bunkers Hill, Egmere;;;GBP;003;01156;2015-04-14 12:11:14;Colin.Su;;UK;UK;59,69
01704;Yes;;00430;;;No;Bioroman Spa;Bioroman Spa   S;90018;Termini Imerese (PA);ITA;C/da Canne Masche-Agglomerato Ind.;;;EUR;003;00430;2015-04-15 09:02:18;BDG;;ITA;ITA;52,69
01705;Yes;;;;;Yes;East Coast Viners LLP;East Coast Viners LLP;AB39 3XA;Stonehaven;UK;BroadwoodDrumlithie;;;GBP;003;;2015-04-16 06:58:15;Colin.Su;GB361075569;UK;UK;59,69
01706;Yes;;;;;Yes;Qalian DO NOT USE;Qalian;56017;Vannes Cedex;FRA;CCUZone Du Chapeau Rouge;;;EUR;003;;2015-04-16 14:02:53;Colin.Su;FR09350019261;FRA;FRA;50,69
01706_35370;Yes;;;;;No;Qalian DO NOT USE;Qalian;35370;Torce;FRA;ZA De haut Montigne;;;EUR;003;;2015-04-16 14:02:53;Colin.Su;FR09350019261;FRA;FRA;50,69
01706_49503;Yes;;;;;No;Qalian DO NOT USE;Qalian;49503;SEGRE Cedex;FRA;34 Rue Jan MonnetBP20341;;;EUR;003;;2015-04-16 14:02:53;Colin.Su;FR09350019261;FRA;FRA;50,69
01706_49503;Yes;;;;;No;Qalian DO NOT USE;Qalian;49503;SEGRE Cedex;FRA;34 Rue Jan MonnetBP20341;;;EUR;003;;2015-04-16 14:02:53;Colin.Su;FR09350019261;FRA;FRA;50,69
01707;Yes;;01708;;;No;St. Davids Poultry Team Ltd (S);St. Davids Poultry Team Ltd (S);BT71 6LA;Dungannon;UK;87A Coalisland Road;;;GBP;003;01708;2015-04-17 10:06:58;Colin.Su;GB924092042;UK;UK;59,69
01707_EX16 9NG;Yes;;01708;;;No;St. Davids Poultry Team Ltd (S);St. Davids Poultry Team Ltd (S);EX16 9NG;Tiverton;UK;2 Global parkStation RoadBampton;;;GBP;003;01708;2015-04-17 10:06:58;Colin.Su;GB924092042;UK;UK;59,69
01707_EX3 0QH;Yes;;01708;;;No;St. Davids Poultry Team Ltd (S);St. Davids Poultry Team Ltd (S);EX3 0QH;Topsham;UK;6 Topsham UnitsDarts Business Park;;;GBP;003;01708;2015-04-17 10:06:58;Colin.Su;GB924092042;UK;UK;59,69
01708;Yes;;;01707;01707;Yes;St. Davids Poultry Team Ltd (B);St. Davids Poultry Team Ltd (B);EX8 5AN;Exmouth-Devon;UK;Nutwell EstateLympstone;;;GBP;003;;2015-04-17 10:12:29;Colin.Su;GB924092042;UK;UK;59,69
01710;Yes;;;;;Yes;Earl de la Foucherie;Earl de la Foucherie;72390;Le Luart;FRA;La Foucherie;;;EUR;001;;2015-04-17 12:54:50;Colin.Su;FR48805136678;FRA;FRA;50,69
01712;Yes;;;;;Yes;Tierarztpraxis Patrick Fischer;Tierarztpraxis Patrick Fischer;47661;Issum;DEU;Hoerstgener Strasse 94;;;EUR;003;;2015-04-20 07:19:40;Colin.Su;DE215737264;DEU;DEU;53,69
01714;Yes;;;;;Yes;Driemel GmbH;Driemel GmbH;14806;Bad Belzig;DEU;Puschkinstrasse 42;0049(0)3841441018;;EUR;003;;2015-04-20 09:06:59;Brunwig.;DE282160388;DEU;DEU;53,69
01715;Yes;;;;;Yes;Dr Helmut Pinsenschaum;Dr Helmut Pinsenschaum;91481;Muenchsteinach;DEU;Obere Weinleite 10a;00499166611;;EUR;003;;2015-04-20 10:31:14;Brunwig.;\;DEU;DEU;53,69
01716;Yes;;;;;Yes;Flierl Dr Friedrich;Flierl Dr Friedrich;96224;Burgkunstadt;DEU;Franz-Roscher-Strasse 31;0049 95 72 95 67;;EUR;003;;2015-04-21 10:00:44;Brunwig.;/;DEU;DEU;53,69
01717;Yes;;;;;Yes;Veterinary Instruments Ltd.;Veterinary Instruments Ltd.;EIRE;Ballyvaughan;IRL;Loughrask, H91 CDX2;;;EUR;003;;2015-04-21 10:01:33;Colin.Su;IE4841115S;IRL;IRL;64,69
01717_EIRE;Yes;;;;;No;Veterinary Instruments Ltd.;Veterinary Instruments Ltd.;EIRE;Cootehill;IRL;Univet, Tullyvin;;;EUR;003;;2015-04-21 10:01:33;Colin.Su;IE4841115S;IRL;IRL;64,69
01718;Yes;;;;;Yes;Selas Ceca Veto;Selas Ceca Veto;56500;Saint Alloustre;FRA;ZI de Port Louis;;;EUR;003;;2015-04-21 13:20:35;BDG;FR26500485602;FRA;FRA;50,69
01720;Yes;;;;;Yes;Dr Helmut Neumann;Dr Helmut Neumann;84494;Neumarkt / St.Veit;DEU;Peter - Hans Strasse 15;+49(0)8639241;;EUR;003;;2015-04-22 11:55:17;Brunwig.;/;DEU;DEU;53,69
01721;Yes;;;;;Yes;TPL Tierarztpraxis Lastrup-Löningen, Dr. Poppe, TA Hessler PartG;Lastrup-Löningen,Poppe, Hessler B+S;49688;Lastrup-Löningen;DEU;Molberger Strasse 26;;;EUR;003;;2015-04-23 07:58:33;Colin.Su;DE275920940;DEU;DEU;53,69
01722;Yes;;;;;Yes;EARL de la ville prete;EARL de la ville prete;35610;Pleine Fougeres;FRA;La ville Prète;0033 (0) 688622577;;EUR;003;;2015-04-23 08:44:23;Brunwig.;FR95498453281;FRA;FRA;50,69
01725;Yes;;;;;Yes;Dr. Wolfgang Bittner;Dr. Wolfgang Bittner;86551;Aichach;DEU;Asternstr. 22;;;EUR;003;;2015-04-24 09:33:39;Colin.Su;;DEU;DEU;53,69
01725_86551;Yes;;;;;No;Dr. Wolfgang Bittner;Dr. Wolfgang Bittner;86551;Aichach;DEU;Asternstr. 22;;;EUR;003;;2015-04-24 09:33:39;Colin.Su;;DEU;DEU;53,69
01728;Yes;;00205;;;No;Voeders De Heus Veghel(S);Voeders De Heus Veghel(S);5466 AN;Veghel;NLD;Huygensweg 20;;;EUR;003;00205;2015-04-27 12:05:57;Colin.Su;;NLD;NLD;55,69
01729;Yes;;;;;Yes;Panvit Srl  "Unipersonale";Panvit Srl  "Unipersonale" B +S;46030;San Giorgio di Mantova;ITA;Viale della Libertà 10;;;EUR;003;;2015-04-28 06:46:33;BDG;IT01871190201;ITA;ITA;52,69
01732;Yes;;01688;;;No;Westpoint Farm Vets(Minster Vet DO NOT USE;Westpoint Farm Vets(Minster Vet. Prac.);RH12 3SH;Warnham;UK;Dawes Farm, Bognor Rd;;;GBP;003;01688;2015-04-28 10:50:34;BDG;;UK;UK;59,69
01736;Yes;;01599;;;No;SOCSA Elevage (S);SOCSA Elevage (S);31240;L'Union;FRA;Rue D'Ariane 11;;;EUR;003;01599;2015-04-28 12:13:52;Colin.Su;;FRA;FRA;50,69
01737;Yes;;;;;Yes;SCP Clinique vétérinaire du Clair Matin;SCP Clinique veterinaire du clair matin;01000;Bourg en Bresse;FRA;Avenue de Parme 110;;;EUR;003;;2015-04-29 06:26:32;Colin.Su;FR71749992509;FRA;FRA;50,69
